,project_id,boro,managing_agcy,orig_bud_amt,city_plan_total,noncity_plan_total,starting_delta,ending_delta,total_cost,cost_delta,costStatus,startStatus,endStatus,city_pct,noncity_pct,majority_funder,budget_usage
164,26202201,BROOKLYN,HEALTH AND HOSPITALS CORP,11862,18500.0,0.0,0,0,18500.0,6638.0,Over Budget,On Time,On Time,1.0,0.0,city,0.5596020907098297
165,26202301,BROOKLYN,HEALTH AND HOSPITALS CORP,400,400.0,0.0,0,0,400.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
166,26202302,RICHMOND,HEALTH AND HOSPITALS CORP,2000,2000.0,0.0,0,0,2000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
167,26202341,CITYWIDE,HEALTH AND HOSPITALS CORP,200,200.0,0.0,0,0,200.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
168,26W-144-L,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,50850,97951.0,0.0,0,0,97951.0,47101.0,Over Budget,On Time,On Time,1.0,0.0,city,0.9262733529990167
169,26W-146-L,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,3200,1500.0,0.0,-3,7,1500.0,-1700.0,Under Budget,Early,Late,1.0,0.0,city,-0.53125
170,26W-147-L,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,100,18284.0,0.0,65,64,18284.0,18184.0,Over Budget,Late,Late,1.0,0.0,city,181.84
171,26W-148-L,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,33000,37428.0,0.0,0,-8,37428.0,4428.0,Over Budget,On Time,Early,1.0,0.0,city,0.13418181818181818
172,26W-149,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,7150,11658.0,0.0,0,5,11658.0,4508.0,Over Budget,On Time,Late,1.0,0.0,city,0.6304895104895105
173,26W-154-L,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,35700,35000.0,0.0,0,0,35000.0,-700.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.0196078431372549
174,26W-155-L,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,2400,2400.0,0.0,0,0,2400.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
175,26W-156-L,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,6600,31800.0,0.0,58,51,31800.0,25200.0,Over Budget,Late,Late,1.0,0.0,city,3.8181818181818183
176,26W-163-L,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,1950,1500.0,0.0,0,0,1500.0,-450.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.23076923076923078
177,26W-167-L,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,12000,15700.0,0.0,0,0,15700.0,3700.0,Over Budget,On Time,On Time,1.0,0.0,city,0.30833333333333335
178,26W-21,BROOKLYN,DEPT ENVIRONMENTAL PROTECTION,18156,17054.09,0.0,0,5,17054.09,-1101.9099999999999,Under Budget,On Time,Late,1.0,0.0,city,-0.06069123154879929
179,27201201,BROOKLYN,HEALTH AND HOSPITALS CORP,273,273.0,0.0,0,0,273.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
180,27201301,BROOKLYN,HEALTH AND HOSPITALS CORP,490,490.0,0.0,-71,158,490.0,0.0,On Target,Early,Late,1.0,0.0,city,1.0
181,27201515,BROOKLYN,HEALTH AND HOSPITALS CORP,524,200.17,0.0,0,0,200.17,-323.83000000000004,Under Budget,On Time,On Time,1.0,0.0,city,-0.6179961832061069
182,27201610,BROOKLYN,HEALTH AND HOSPITALS CORP,3136,3134.0,0.0,-14,58,3134.0,-2.0,Under Budget,Early,Late,1.0,0.0,city,-0.0006377551020408163
183,27201702,BROOKLYN,HEALTH AND HOSPITALS CORP,825,1025.0,0.0,0,0,1025.0,200.0,Over Budget,On Time,On Time,1.0,0.0,city,0.24242424242424243
184,27201802,BROOKLYN,HEALTH AND HOSPITALS CORP,120,120.0,0.0,0,0,120.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
185,27201803,BROOKLYN,HEALTH AND HOSPITALS CORP,1658,1729.0,0.0,0,141,1729.0,71.0,Over Budget,On Time,Late,1.0,0.0,city,0.0428226779252111
186,288CLOVE,RICHMOND,DEPT OF DESIGN & CONSTRUCTION,30000,44864.0,0.0,0,0,44864.0,14864.0,Over Budget,On Time,On Time,1.0,0.0,city,0.49546666666666667
187,29201301,BROOKLYN,HEALTH AND HOSPITALS CORP,5395,5363.0,0.0,0,0,5363.0,-32.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.005931417979610751
188,29201501,BROOKLYN,HEALTH AND HOSPITALS CORP,200,468.19,0.0,0,0,468.19,268.19,Over Budget,On Time,On Time,1.0,0.0,city,1.34095
189,29201610,BROOKLYN,HEALTH AND HOSPITALS CORP,618,16358.0,0.0,11,11,16358.0,15740.0,Over Budget,Late,Late,1.0,0.0,city,25.46925566343042
190,29201611,BROOKLYN,HEALTH AND HOSPITALS CORP,1100,1100.0,0.0,0,0,1100.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
191,29201612,BROOKLYN,HEALTH AND HOSPITALS CORP,17606,17608.0,0.0,0,0,17608.0,2.0,Over Budget,On Time,On Time,1.0,0.0,city,0.00011359763716914689
192,29201613,BROOKLYN,HEALTH AND HOSPITALS CORP,112,112.0,0.0,0,0,112.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
193,29201614,BROOKLYN,HEALTH AND HOSPITALS CORP,5000,5001.0,0.0,0,0,5001.0,1.0,Over Budget,On Time,On Time,1.0,0.0,city,0.0002
194,29201615,BROOKLYN,HEALTH AND HOSPITALS CORP,1011,1011.0,0.0,0,0,1011.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
195,29201801,BROOKLYN,HEALTH AND HOSPITALS CORP,1500,1500.0,0.0,0,0,1500.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
196,29201802,BROOKLYN,HEALTH AND HOSPITALS CORP,2697,2697.0,0.0,-28,116,2697.0,0.0,On Target,Early,Late,1.0,0.0,city,1.0
197,29201803,BROOKLYN,HEALTH AND HOSPITALS CORP,460,460.03,0.0,0,0,460.03,0.029999999999972715,Over Budget,On Time,On Time,1.0,0.0,city,6.521739130428851e-05
198,29202001,BROOKLYN,HEALTH AND HOSPITALS CORP,26146,26146.0,0.0,0,0,26146.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
199,29202002,BROOKLYN,HEALTH AND HOSPITALS CORP,2090,2090.0,0.0,0,0,2090.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
200,29202003,BROOKLYN,HEALTH AND HOSPITALS CORP,549,549.0,0.0,0,0,549.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
201,29202101,BROOKLYN,HEALTH AND HOSPITALS CORP,600,600.0,0.0,48,126,600.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
202,29202102,BROOKLYN,HEALTH AND HOSPITALS CORP,70,70.0,0.0,28,126,70.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
203,29202103,BROOKLYN,HEALTH AND HOSPITALS CORP,575,575.0,0.0,4,126,575.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
204,29202104,BROOKLYN,HEALTH AND HOSPITALS CORP,2268,12268.0,0.0,0,0,12268.0,10000.0,Over Budget,On Time,On Time,1.0,0.0,city,4.409171075837743
205,29202105,BROOKLYN,HEALTH AND HOSPITALS CORP,1000,1000.0,0.0,0,0,1000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
206,29202111,BROOKLYN,HEALTH AND HOSPITALS CORP,5994,7153.0,0.0,0,0,7153.0,1159.0,Over Budget,On Time,On Time,1.0,0.0,city,0.19336002669336003
207,29202114,BROOKLYN,HEALTH AND HOSPITALS CORP,1602,1530.0,0.0,0,0,1530.0,-72.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.0449438202247191
208,29202115,BROOKLYN,HEALTH AND HOSPITALS CORP,385,385.0,0.0,0,0,385.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
209,29202116,BROOKLYN,HEALTH AND HOSPITALS CORP,13000,30000.0,0.0,0,0,30000.0,17000.0,Over Budget,On Time,On Time,1.0,0.0,city,1.3076923076923077
210,29202201,BROOKLYN,HEALTH AND HOSPITALS CORP,0,961.0,0.0,0,0,961.0,961.0,Over Budget,On Time,On Time,1.0,0.0,city,961.0
211,29202202,BROOKLYN,HEALTH AND HOSPITALS CORP,10000,10000.0,0.0,0,0,10000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
212,29202203,BROOKLYN,HEALTH AND HOSPITALS CORP,5000,5000.0,0.0,0,0,5000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
213,29202204,BROOKLYN,HEALTH AND HOSPITALS CORP,11863,45625.0,0.0,22,23,45625.0,33762.0,Over Budget,Late,Late,1.0,0.0,city,2.845991739020484
214,29202205,BROOKLYN,HEALTH AND HOSPITALS CORP,1296,1296.0,0.0,0,0,1296.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
215,29202302,BROOKLYN,HEALTH AND HOSPITALS CORP,1701,1701.0,0.0,0,0,1701.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
216,29202303,BROOKLYN,HEALTH AND HOSPITALS CORP,10000,10000.0,0.0,0,0,10000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
217,29202443,BROOKLYN,HEALTH AND HOSPITALS CORP,6000,6000.0,0.0,0,0,6000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
218,33200501,QUEENS,HEALTH AND HOSPITALS CORP,1000,996.0,0.0,0,0,996.0,-4.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.004
219,33200801,QUEENS,HEALTH AND HOSPITALS CORP,10800,11315.0,0.0,-1,8,11315.0,515.0,Over Budget,Early,Late,1.0,0.0,city,0.047685185185185185
220,33201301,QUEENS,HEALTH AND HOSPITALS CORP,20000,32761.1,0.0,0,0,32761.1,12761.099999999999,Over Budget,On Time,On Time,1.0,0.0,city,0.6380549999999999
221,33201505,QUEENS,HEALTH AND HOSPITALS CORP,3363,3363.0,0.0,0,0,3363.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
222,33201602,QUEENS,HEALTH AND HOSPITALS CORP,2804,2805.0,0.0,0,0,2805.0,1.0,Over Budget,On Time,On Time,1.0,0.0,city,0.0003566333808844508
223,33201610,QUEENS,HEALTH AND HOSPITALS CORP,4087,4086.0,0.0,0,0,4086.0,-1.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.00024467824810374357
224,33201804,QUEENS,HEALTH AND HOSPITALS CORP,992,992.15,0.0,11,11,992.15,0.14999999999997726,Over Budget,Late,Late,1.0,0.0,city,0.00015120967741933191
225,33201901,QUEENS,HEALTH AND HOSPITALS CORP,4320,11720.0,0.0,0,0,11720.0,7400.0,Over Budget,On Time,On Time,1.0,0.0,city,1.712962962962963
226,33201902,QUEENS,HEALTH AND HOSPITALS CORP,1320,1320.0,0.0,0,0,1320.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
227,33202002,QUEENS,HEALTH AND HOSPITALS CORP,5500,12318.0,0.0,11,11,12318.0,6818.0,Over Budget,Late,Late,1.0,0.0,city,1.2396363636363636
228,33202003,QUEENS,HEALTH AND HOSPITALS CORP,5004,7878.0,0.0,0,0,7878.0,2874.0,Over Budget,On Time,On Time,1.0,0.0,city,0.5743405275779376
229,33202101,QUEENS,HEALTH AND HOSPITALS CORP,760,760.0,0.0,0,0,760.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
230,33202102,QUEENS,HEALTH AND HOSPITALS CORP,2500,2500.0,0.0,0,0,2500.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
231,33202103,QUEENS,HEALTH AND HOSPITALS CORP,242,242.0,0.0,0,0,242.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
232,33202104,QUEENS,HEALTH AND HOSPITALS CORP,1012,1056.0,0.0,11,11,1056.0,44.0,Over Budget,Late,Late,1.0,0.0,city,0.043478260869565216
233,33202105,QUEENS,HEALTH AND HOSPITALS CORP,2179,2179.0,0.0,0,0,2179.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
234,33202108,QUEENS,HEALTH AND HOSPITALS CORP,1606,1606.0,0.0,0,0,1606.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
235,33202111,QUEENS,HEALTH AND HOSPITALS CORP,3000,3000.0,0.0,0,0,3000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
236,33202112,QUEENS,HEALTH AND HOSPITALS CORP,2253,2253.0,0.0,11,11,2253.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
237,33202201,QUEENS,HEALTH AND HOSPITALS CORP,2500,9747.0,0.0,11,67,9747.0,7247.0,Over Budget,Late,Late,1.0,0.0,city,2.8988
238,33202202,QUEENS,HEALTH AND HOSPITALS CORP,1407,1407.0,0.0,0,0,1407.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
239,33202203,QUEENS,HEALTH AND HOSPITALS CORP,17000,22000.0,0.0,0,0,22000.0,5000.0,Over Budget,On Time,On Time,1.0,0.0,city,0.29411764705882354
240,33202204,QUEENS,HEALTH AND HOSPITALS CORP,12000,12000.0,0.0,24,23,12000.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
241,33202205,QUEENS,HEALTH AND HOSPITALS CORP,2075,2075.0,0.0,0,0,2075.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
242,33202206,QUEENS,HEALTH AND HOSPITALS CORP,5000,5000.0,0.0,0,0,5000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
243,33202207,QUEENS,HEALTH AND HOSPITALS CORP,1000,4880.0,0.0,0,0,4880.0,3880.0,Over Budget,On Time,On Time,1.0,0.0,city,3.88
244,33202301,QUEENS,HEALTH AND HOSPITALS CORP,5000,5000.0,0.0,35,35,5000.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
245,33202302,QUEENS,HEALTH AND HOSPITALS CORP,6000,6000.0,0.0,0,0,6000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
246,33202303,QUEENS,HEALTH AND HOSPITALS CORP,2000,2000.0,0.0,11,11,2000.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
247,33202402,QUEENS,HEALTH AND HOSPITALS CORP,2000,2000.0,0.0,0,0,2000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
248,33202404,QUEENS,HEALTH AND HOSPITALS CORP,2000,2000.0,0.0,0,0,2000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
249,33202405,QUEENS,HEALTH AND HOSPITALS CORP,5000,5000.0,0.0,0,0,5000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
250,33202406,QUEENS,HEALTH AND HOSPITALS CORP,1910,1910.0,0.0,0,0,1910.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
251,34201201,QUEENS,HEALTH AND HOSPITALS CORP,6500,6500.0,0.0,11,11,6500.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
252,34201401,QUEENS,HEALTH AND HOSPITALS CORP,1200,1200.0,0.0,4,-6,1200.0,0.0,On Target,Late,Early,1.0,0.0,city,1.0
253,34201402,QUEENS,HEALTH AND HOSPITALS CORP,3480,5888.0,0.0,0,0,5888.0,2408.0,Over Budget,On Time,On Time,1.0,0.0,city,0.6919540229885057
254,34201501,QUEENS,HEALTH AND HOSPITALS CORP,350,350.0,0.0,0,5,350.0,0.0,On Target,On Time,Late,1.0,0.0,city,1.0
255,34201502,QUEENS,HEALTH AND HOSPITALS CORP,150,150.0,0.0,11,11,150.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
256,34201503,QUEENS,HEALTH AND HOSPITALS CORP,3600,3600.0,0.0,35,35,3600.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
257,34201741,QUEENS,HEALTH AND HOSPITALS CORP,2300,4300.0,0.0,0,0,4300.0,2000.0,Over Budget,On Time,On Time,1.0,0.0,city,0.8695652173913043
258,34201901,QUEENS,HEALTH AND HOSPITALS CORP,881,881.0,0.0,0,0,881.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
259,34202101,QUEENS,HEALTH AND HOSPITALS CORP,10000,10001.0,0.0,0,0,10001.0,1.0,Over Budget,On Time,On Time,1.0,0.0,city,0.0001
260,34202102,QUEENS,HEALTH AND HOSPITALS CORP,1200,1320.0,0.0,35,35,1320.0,120.0,Over Budget,Late,Late,1.0,0.0,city,0.1
261,34202201,QUEENS,HEALTH AND HOSPITALS CORP,500,1000.0,0.0,0,0,1000.0,500.0,Over Budget,On Time,On Time,1.0,0.0,city,1.0
262,34202247,QUEENS,HEALTH AND HOSPITALS CORP,65,65.0,0.0,0,0,65.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
263,34202301,QUEENS,HEALTH AND HOSPITALS CORP,1385,1385.0,0.0,0,0,1385.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
264,34202302,QUEENS,HEALTH AND HOSPITALS CORP,3500,3500.0,0.0,0,0,3500.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
265,34202305,QUEENS,HEALTH AND HOSPITALS CORP,3689,3689.0,0.0,0,0,3689.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
266,34STHELI,MANHATTAN,DEPT OF  SMALL BUSINESS SERVICES,1900,5961.0,0.0,23,58,5961.0,4061.0,Over Budget,Late,Late,1.0,0.0,city,2.1373684210526314
267,37200702,MANHATTAN,HEALTH AND HOSPITALS CORP,2000,1426.0,0.0,0,0,1426.0,-574.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.287
268,37201301,MANHATTAN,HEALTH AND HOSPITALS CORP,2420,9354.0,0.0,0,0,9354.0,6934.0,Over Budget,On Time,On Time,1.0,0.0,city,2.865289256198347
269,37201401,MANHATTAN,HEALTH AND HOSPITALS CORP,900,899.43,0.0,0,0,899.43,-0.57000000000005,Under Budget,On Time,On Time,1.0,0.0,city,-0.0006333333333333889
270,37201501,MANHATTAN,HEALTH AND HOSPITALS CORP,2100,3522.0,0.0,0,0,3522.0,1422.0,Over Budget,On Time,On Time,1.0,0.0,city,0.6771428571428572
271,37201601,MANHATTAN,HEALTH AND HOSPITALS CORP,399,644.0,0.0,0,0,644.0,245.0,Over Budget,On Time,On Time,1.0,0.0,city,0.6140350877192983
272,37201901,MANHATTAN,HEALTH AND HOSPITALS CORP,648,648.0,0.0,0,0,648.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
273,37202001,MANHATTAN,HEALTH AND HOSPITALS CORP,3800,6412.0,0.0,0,0,6412.0,2612.0,Over Budget,On Time,On Time,1.0,0.0,city,0.6873684210526316
274,37202002,MANHATTAN,HEALTH AND HOSPITALS CORP,13000,13000.0,0.0,41,41,13000.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
275,37202003,MANHATTAN,HEALTH AND HOSPITALS CORP,25000,25000.0,0.0,0,0,25000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
276,37202004,MANHATTAN,HEALTH AND HOSPITALS CORP,1664,1664.0,0.0,0,0,1664.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
277,37202005,MANHATTAN,HEALTH AND HOSPITALS CORP,1698,1698.0,0.0,0,0,1698.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
278,37202101,MANHATTAN,HEALTH AND HOSPITALS CORP,1800,1800.0,0.0,0,0,1800.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
279,37202102,MANHATTAN,HEALTH AND HOSPITALS CORP,12624,12624.0,0.0,35,35,12624.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
280,37202103,MANHATTAN,HEALTH AND HOSPITALS CORP,2267,12000.0,0.0,58,58,12000.0,9733.0,Over Budget,Late,Late,1.0,0.0,city,4.29333921482135
281,37202104,MANHATTAN,HEALTH AND HOSPITALS CORP,541,541.0,0.0,0,0,541.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
282,37202105,MANHATTAN,HEALTH AND HOSPITALS CORP,1293,1293.0,0.0,0,0,1293.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
283,37202108,MANHATTAN,HEALTH AND HOSPITALS CORP,2000,2351.0,0.0,0,0,2351.0,351.0,Over Budget,On Time,On Time,1.0,0.0,city,0.1755
284,37202201,MANHATTAN,HEALTH AND HOSPITALS CORP,266,266.0,0.0,0,0,266.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
285,37202202,MANHATTAN,HEALTH AND HOSPITALS CORP,1240,6598.0,0.0,47,47,6598.0,5358.0,Over Budget,Late,Late,1.0,0.0,city,4.320967741935484
286,37202203,MANHATTAN,HEALTH AND HOSPITALS CORP,878,3057.0,0.0,0,0,3057.0,2179.0,Over Budget,On Time,On Time,1.0,0.0,city,2.4817767653758542
287,37202401,MANHATTAN,HEALTH AND HOSPITALS CORP,4000,4000.0,0.0,0,0,4000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
288,42201301,BRONX,HEALTH AND HOSPITALS CORP,345,495.0,0.0,0,0,495.0,150.0,Over Budget,On Time,On Time,1.0,0.0,city,0.43478260869565216
289,42201515,BRONX,HEALTH AND HOSPITALS CORP,588,1755.0,0.0,35,35,1755.0,1167.0,Over Budget,Late,Late,1.0,0.0,city,1.9846938775510203
290,42201901,BRONX,HEALTH AND HOSPITALS CORP,2425,2425.0,0.0,0,0,2425.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
291,42202202,BRONX,HEALTH AND HOSPITALS CORP,0,697.0,0.0,0,0,697.0,697.0,Over Budget,On Time,On Time,1.0,0.0,city,697.0
292,42202203,BRONX,HEALTH AND HOSPITALS CORP,595,595.0,0.0,0,0,595.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
293,42202401,BRONX,HEALTH AND HOSPITALS CORP,1250,1250.0,0.0,0,0,1250.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
294,42202402,BRONX,HEALTH AND HOSPITALS CORP,225,225.0,0.0,0,0,225.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
295,48200803,BROOKLYN,HEALTH AND HOSPITALS CORP,3578,3067.0,0.0,47,47,3067.0,-511.0,Under Budget,Late,Late,1.0,0.0,city,-0.1428172163219676
296,48200903,BROOKLYN,HEALTH AND HOSPITALS CORP,741,698.0,0.0,0,0,698.0,-43.0,Under Budget,On Time,On Time,1.0,0.0,city,-0.058029689608636977
297,48201402,BROOKLYN,HEALTH AND HOSPITALS CORP,1817,1793.0,0.0,-5,5,1793.0,-24.0,Under Budget,Early,Late,1.0,0.0,city,-0.013208585580627407
298,48201506,BROOKLYN,HEALTH AND HOSPITALS CORP,4150,4150.0,0.0,0,0,4150.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
299,48201516,BROOKLYN,HEALTH AND HOSPITALS CORP,256,1024.0,0.0,70,70,1024.0,768.0,Over Budget,Late,Late,1.0,0.0,city,3.0
300,48201602,BROOKLYN,HEALTH AND HOSPITALS CORP,8036,8155.0,0.0,0,153,8155.0,119.0,Over Budget,On Time,Late,1.0,0.0,city,0.014808362369337979
301,48201610,BROOKLYN,HEALTH AND HOSPITALS CORP,3319,4429.0,0.0,1,199,4429.0,1110.0,Over Budget,Late,Late,1.0,0.0,city,0.3344380837601687
302,48201701,BROOKLYN,HEALTH AND HOSPITALS CORP,4066,4066.41,0.0,0,0,4066.41,0.4099999999998545,Over Budget,On Time,On Time,1.0,0.0,city,0.00010083620265613735
303,48201901,BROOKLYN,HEALTH AND HOSPITALS CORP,150,150.0,0.0,58,58,150.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
304,48201902,BROOKLYN,HEALTH AND HOSPITALS CORP,5000,5001.0,0.0,47,47,5001.0,1.0,Over Budget,Late,Late,1.0,0.0,city,0.0002
305,48201903,BROOKLYN,HEALTH AND HOSPITALS CORP,37,1857.0,0.0,93,137,1857.0,1820.0,Over Budget,Late,Late,1.0,0.0,city,49.189189189189186
306,48202001,BROOKLYN,HEALTH AND HOSPITALS CORP,842,842.0,0.0,0,0,842.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
307,48202002,BROOKLYN,HEALTH AND HOSPITALS CORP,2232,2232.0,0.0,0,0,2232.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
308,48202003,BROOKLYN,HEALTH AND HOSPITALS CORP,950,950.0,0.0,8,125,950.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
309,48202040,BROOKLYN,HEALTH AND HOSPITALS CORP,171,171.0,0.0,0,0,171.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
310,48202101,BROOKLYN,HEALTH AND HOSPITALS CORP,258,470.0,0.0,0,0,470.0,212.0,Over Budget,On Time,On Time,1.0,0.0,city,0.8217054263565892
311,48202102,BROOKLYN,HEALTH AND HOSPITALS CORP,1540,1665.0,0.0,0,0,1665.0,125.0,Over Budget,On Time,On Time,1.0,0.0,city,0.08116883116883117
312,48202105,BROOKLYN,HEALTH AND HOSPITALS CORP,90,90.0,0.0,11,11,90.0,0.0,On Target,Late,Late,1.0,0.0,city,1.0
313,48202106,BROOKLYN,HEALTH AND HOSPITALS CORP,10000,15000.0,0.0,23,23,15000.0,5000.0,Over Budget,Late,Late,1.0,0.0,city,0.5
314,48202107,BROOKLYN,HEALTH AND HOSPITALS CORP,450,450.0,0.0,0,0,450.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
315,48202108,BROOKLYN,HEALTH AND HOSPITALS CORP,30000,42590.0,0.0,0,0,42590.0,12590.0,Over Budget,On Time,On Time,1.0,0.0,city,0.4196666666666667
316,48202201,BROOKLYN,HEALTH AND HOSPITALS CORP,1950,1950.0,0.0,0,0,1950.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
317,48202202,BROOKLYN,HEALTH AND HOSPITALS CORP,2200,2200.0,0.0,0,0,2200.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
318,48202203,BROOKLYN,HEALTH AND HOSPITALS CORP,12000,12000.0,0.0,0,0,12000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
319,48202205,BROOKLYN,HEALTH AND HOSPITALS CORP,152687,174742.0,0.0,0,0,174742.0,22055.0,Over Budget,On Time,On Time,1.0,0.0,city,0.14444582708416565
320,48202206,BROOKLYN,HEALTH AND HOSPITALS CORP,11000,14590.0,0.0,11,11,14590.0,3590.0,Over Budget,Late,Late,1.0,0.0,city,0.32636363636363636
321,48202207,BROOKLYN,HEALTH AND HOSPITALS CORP,10000,10000.0,0.0,0,0,10000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
322,48202208,BROOKLYN,HEALTH AND HOSPITALS CORP,15000,15000.0,0.0,0,0,15000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
323,48202209,BROOKLYN,HEALTH AND HOSPITALS CORP,10000,10000.0,0.0,0,0,10000.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
324,48202301,BROOKLYN,HEALTH AND HOSPITALS CORP,2791,2791.0,0.0,0,0,2791.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
325,5AVEPOSTS,MANHATTAN,DEPT OF PARKS AND RECREATION,250,250.0,0.0,0,0,250.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
326,600FCDRNV,BRONX,DEPT OF  SMALL BUSINESS SERVICES,4500,4500.0,0.0,0,0,4500.0,0.0,On Target,On Time,On Time,1.0,0.0,city,1.0
